R,G,B,y
119,168,172,-1
233,189,154,1
25,171,122,-1
20,56,54,-1
127,159,156,-1
19,60,54,-1
23,65,64,-1
218,149,107,1
251,112,57,-1
81,135,135,-1
2,15,21,-1
122,163,157,-1
221,175,139,1
108,157,154,-1
232,167,149,1
32,77,72,-1
47,156,125,-1
226,183,166,1
232,120,106,-1
223,171,158,1
88,127,122,-1
88,139,140,-1
145,170,174,-1
0,8,10,-1
181,126,123,1
2,26,26,-1
251,246,242,-1
11,15,14,-1
21,45,29,-1
231,168,159,1
222,157,125,1
24,56,53,-1
118,166,170,-1
124,181,172,-1
214,154,118,1
114,163,167,-1
176,121,118,1
23,57,56,-1
125,171,171,-1
21,55,54,-1
195,117,78,1
152,192,192,-1
7,33,32,-1
60,118,119,-1
131,176,179,-1
7,33,32,-1
131,177,177,-1
217,143,96,1
0,1,2,-1
153,1,0,-1
162,200,201,-1
124,159,155,-1
119,170,171,-1
124,172,172,-1
203,136,94,1
240,184,171,1
14,50,50,-1
99,157,158,-1
0,255,0,-1
131,176,179,-1
217,96,150,-1
66,126,126,-1
0,5,7,-1
0,8,2,-1
119,160,156,-1
159,199,199,-1
219,178,220,-1
132,180,184,-1
15,29,38,-1
131,175,178,-1
105,136,0,-1
112,161,165,-1
137,176,173,-1
124,172,174,-1
34,74,73,-1
128,160,157,-1
157,197,197,-1
228,182,166,1
106,155,152,-1
164,210,164,-1
17,57,56,-1
21,60,55,-1
131,177,177,-1
112,161,165,-1
229,162,117,1
151,89,94,-1
36,90,92,-1
24,64,63,-1
100,152,150,-1
134,134,134,-1
223,175,137,1
255,255,0,-1
130,178,180,-1
111,162,165,-1
112,166,168,-1
147,191,190,-1
124,163,160,-1
5,10,14,-1
132,132,132,-1
18,68,65,-1
122,124,84,-1
104,158,160,-1
126,162,158,-1
255,218,210,1
51,69,29,-1
94,146,144,-1
211,151,115,1
99,139,138,-1
122,158,154,-1
230,170,146,1
112,160,162,-1
161,91,161,-1
239,67,91,-1
129,177,179,-1
0,9,11,-1
9,29,79,-1
253,248,242,-1
81,100,104,-1
146,99,57,1
160,195,197,-1
218,149,118,1
85,141,142,-1
117,163,160,-1
141,96,65,1
243,71,95,-1
225,229,240,-1
217,162,132,1
222,157,127,1
99,150,151,-1
0,1,0,-1
221,18,14,-1
114,162,164,-1
88,142,142,-1
89,135,133,-1
25,69,68,-1
244,24,68,-1
224,154,120,1
22,57,53,-1
236,183,169,1
2,23,8,-1
155,94,99,-1
0,6,4,-1
122,172,173,-1
12,52,52,-1
89,143,145,-1
146,97,56,1
126,161,157,-1
14,48,47,-1
243,237,239,-1
16,41,37,-1
120,166,163,-1
133,181,183,-1
154,108,59,1
1,8,16,-1
121,170,174,-1
1,1,0,-1
223,157,125,1
218,150,115,1
170,204,205,-1
228,162,128,1
124,172,174,-1
13,12,18,-1
34,83,87,-1
126,165,162,-1
93,142,139,-1
254,214,204,1
130,175,178,-1
129,174,177,-1
130,175,178,-1
233,191,175,1
155,104,57,1
242,184,162,1
131,176,179,-1
168,204,238,-1
183,118,50,1
114,158,157,-1
217,143,104,1
146,184,187,-1
24,64,63,-1
255,195,159,1
211,148,113,1
225,150,95,1
138,179,183,-1
113,163,164,-1
189,8,17,-1
199,211,223,-1
187,8,14,-1
205,148,103,1
185,2,6,-1
44,58,33,-1
10,24,25,-1
160,195,197,-1
144,98,49,1
203,0,13,-1
217,166,123,1
156,99,44,1
41,97,94,-1
115,163,163,-1
197,138,104,1
189,181,179,-1
135,179,180,-1
31,77,74,-1
159,131,109,1
16,52,52,-1
1,3,0,-1
142,183,185,-1
32,80,80,-1
234,182,145,1
214,133,88,1
43,45,44,-1
159,197,200,-1
122,148,145,-1
114,159,162,-1
17,49,48,-1
106,138,1,-1
157,192,194,-1
158,198,198,-1
251,186,144,1
123,173,174,-1
132,176,179,-1
198,190,188,-1
162,200,201,-1
123,162,159,-1
153,101,41,1
126,95,198,-1
105,151,149,-1
81,130,126,-1
128,173,176,-1
129,177,179,-1
119,169,170,-1
43,98,101,-1
144,90,178,-1
162,200,201,-1
24,70,67,-1
2,13,15,-1
132,177,154,-1
208,149,115,1
24,65,67,-1
88,139,140,-1
127,127,127,-1
67,117,116,-1
50,99,217,-1
20,62,61,-1
122,172,173,-1
253,252,248,-1
192,123,54,1
20,54,53,-1
235,233,238,-1
6,16,15,-1
106,140,139,-1
171,117,115,1
0,183,0,-1
27,76,73,-1
251,215,203,1
120,168,168,-1
10,95,134,-1
254,211,202,1
139,183,184,-1
192,128,66,1
0,125,0,-1
235,186,171,1
162,200,201,-1
97,151,151,-1
162,197,199,-1
2,12,13,-1
36,82,82,-1
72,122,121,-1
239,183,170,1
216,220,231,-1
130,165,161,-1
2,1,0,-1
107,153,150,-1
217,163,129,1
127,159,156,-1
224,148,99,1
103,157,159,-1
161,199,200,-1
103,153,152,-1
137,78,62,1
235,182,166,1
160,158,163,-1
126,161,157,-1
5,33,34,-1
123,162,157,-1
157,195,196,-1
220,159,128,1
66,116,115,-1
123,171,173,-1
136,133,222,-1
225,229,240,-1
226,162,127,1
122,173,176,-1
75,133,134,-1
190,116,81,1
100,150,149,-1
215,153,106,1
255,53,89,-1
19,61,60,-1
142,79,62,1
101,149,149,-1
23,62,57,-1
162,200,201,-1
211,216,114,-1
136,178,177,-1
164,199,201,-1
121,171,172,-1
160,195,197,-1
103,148,145,-1
171,118,112,1
115,163,163,-1
33,85,81,-1
115,163,167,-1
47,88,94,-1
144,189,192,-1
108,112,77,-1
130,174,173,-1
148,192,193,-1
19,31,21,-1
87,132,129,-1
59,100,96,-1
97,147,146,-1
7,33,34,-1
20,28,30,-1
213,148,108,1
132,178,178,-1
152,91,98,-1
143,90,82,1
30,80,77,-1
124,172,174,-1
131,176,179,-1
6,1,7,-1
106,155,152,-1
101,151,150,-1
74,130,131,-1
82,138,137,-1
130,130,130,-1
138,170,183,-1
18,54,52,-1
134,178,181,-1
158,196,197,-1
31,71,70,-1
38,40,39,-1
226,232,244,-1
121,171,172,-1
21,65,64,-1
255,255,255,-1
0,2,0,-1
35,85,84,-1
170,204,205,-1
199,208,225,-1
128,176,176,-1
123,167,168,-1
128,172,175,-1
149,87,92,-1
20,157,105,-1
151,188,232,-1
47,78,73,-1
190,117,82,1
24,26,25,-1
232,185,159,1
151,101,52,1
167,193,194,-1
135,180,183,-1
164,199,201,-1
86,126,128,-1
34,90,87,-1
165,199,201,-1
101,133,130,-1
17,53,51,-1
102,150,150,-1
137,180,186,-1
207,135,85,1
210,152,115,1
3,13,15,-1
18,54,54,-1
154,194,194,-1
151,143,132,-1
25,67,65,-1
214,160,124,1
97,132,136,-1
128,177,173,-1
38,78,77,-1
152,19,2,-1
114,162,164,-1
133,178,181,-1
213,138,96,1
112,162,161,-1
156,100,49,1
15,35,24,-1
90,140,139,-1
30,95,113,-1
4,34,34,-1
162,200,201,-1
66,88,148,-1
208,149,107,1
65,83,93,-1
171,216,185,-1
162,195,200,-1
14,54,53,-1
100,152,150,-1
115,166,167,-1
88,157,226,-1
114,164,165,-1
157,195,196,-1
224,228,239,-1
64,64,64,-1
182,127,124,1
9,35,34,-1
95,147,145,-1
164,199,201,-1
162,196,198,-1
113,155,151,-1
135,179,182,-1
8,16,18,-1
136,180,183,-1
28,37,36,-1
255,0,0,-1
159,194,196,-1
218,235,243,-1
5,29,29,-1
145,189,190,-1
97,136,133,-1
215,81,56,-1
0,3,3,-1
117,161,160,-1
0,12,8,-1
119,164,159,-1
113,145,144,-1
149,187,190,-1
13,25,23,-1
157,195,196,-1
119,164,167,-1
137,178,182,-1
158,196,197,-1
70,84,25,-1
124,163,158,-1
138,182,183,-1
88,108,109,-1
132,176,179,-1
121,171,172,-1
127,89,76,1
150,97,91,1
213,137,85,1
158,198,198,-1
255,193,150,1
132,177,180,-1
94,143,140,-1
101,151,150,-1
186,120,60,1
0,13,4,-1
111,162,163,-1
174,116,105,1
119,169,170,-1
168,208,207,-1
128,173,178,-1
7,31,31,-1
216,138,89,1
251,187,149,1
86,133,127,-1
162,200,201,-1
236,180,167,1
158,198,198,-1
137,176,181,-1
36,92,93,-1
115,163,163,-1
129,177,179,-1
167,137,113,1
157,197,197,-1
111,159,163,-1
161,199,200,-1
138,179,183,-1
52,89,82,-1
133,177,180,-1
97,143,140,-1
130,178,180,-1
220,98,155,-1
213,14,45,-1
131,166,160,-1
27,61,60,-1
120,159,154,-1
237,184,168,1
124,169,174,-1
94,135,131,-1
234,181,167,1
111,161,162,-1
63,121,122,-1
230,166,141,1
130,178,180,-1
120,159,156,-1
217,157,147,1
224,179,160,1
0,193,0,-1
213,79,52,-1
250,210,200,1
102,144,142,-1
127,82,76,1
2,11,16,-1
147,187,189,-1
65,125,125,-1
247,68,90,-1
22,63,59,-1
111,157,155,-1
24,70,68,-1
114,150,148,-1
132,180,182,-1
25,65,64,-1
251,211,201,1
47,73,70,-1
162,197,199,-1
0,13,14,-1
148,96,56,1
162,197,199,-1
101,132,152,-1
2,12,14,-1
162,200,201,-1
22,57,53,-1
113,161,161,-1
228,160,147,1
20,54,53,-1
124,175,179,-1
127,89,80,1
75,125,124,-1
113,163,164,-1
81,132,135,-1
183,121,62,1
22,63,59,-1
8,36,37,-1
36,92,93,-1
220,143,97,1
35,79,78,-1
88,142,144,-1
157,197,197,-1
247,227,112,-1
22,56,55,-1
115,165,166,-1
252,250,7,-1
131,175,178,-1
20,76,77,-1
69,89,26,-1
3,7,8,-1
255,196,159,1
130,178,182,-1
65,65,65,-1
22,56,55,-1
132,177,180,-1
229,165,140,1
100,156,157,-1
127,84,77,1
193,0,6,-1
245,221,113,-1
247,182,142,1
121,171,172,-1
149,98,55,1
24,68,67,-1
29,65,65,-1
153,145,134,-1
134,178,181,-1
122,161,158,-1
151,100,96,1
89,129,128,-1
7,37,37,-1
163,201,204,-1
255,195,158,1
110,10,109,-1
219,166,148,1
132,178,178,-1
188,7,16,-1
219,145,98,1
130,175,178,-1
162,200,201,-1
226,166,129,1
255,0,0,-1
218,154,145,1
21,32,88,-1
78,107,105,-1
174,118,59,1
71,125,199,-1
204,140,104,1
125,85,77,1
113,163,164,-1
132,176,179,-1
37,93,94,-1
230,164,140,1
214,149,109,1
86,131,128,-1
163,103,51,1
26,70,69,-1
249,179,6,-1
0,3,4,-1
22,62,61,-1
131,178,172,-1
8,132,10,-1
114,164,163,-1
238,183,83,-1
138,170,181,-1
229,167,142,1
131,179,179,-1
253,188,150,1
172,71,79,-1
109,155,153,-1
24,73,70,-1
51,74,88,-1
95,144,141,-1
8,76,111,-1
163,194,196,-1
131,73,53,1
0,14,17,-1
19,53,52,-1
123,87,61,1
12,3,8,-1
122,163,159,-1
154,97,44,1
162,200,201,-1
225,156,123,1
160,195,197,-1
136,28,15,-1
140,91,84,1
4,0,3,-1
54,110,109,-1
229,178,135,1
47,84,90,-1
131,175,178,-1
3,17,20,-1
128,0,255,-1
134,174,174,-1
187,125,64,1
41,43,42,-1
119,125,237,-1
39,91,89,-1
223,169,125,1
130,175,178,-1
131,175,178,-1
18,54,54,-1
200,142,105,1
251,211,201,1
193,123,61,1
5,15,6,-1
162,106,57,1
92,137,134,-1
158,198,198,-1
219,237,247,-1
222,228,224,-1
219,153,121,1
190,89,129,-1
237,46,53,-1
137,178,182,-1
153,193,193,-1
0,2,3,-1
135,180,183,-1
21,57,57,-1
36,65,63,-1
126,170,169,-1
205,194,140,-1
15,59,62,-1
20,62,61,-1
208,151,108,1
117,165,165,-1
129,177,179,-1
253,219,207,1
229,158,136,1
98,150,148,-1
126,161,157,-1
251,211,201,1
119,168,172,-1
92,146,148,-1
113,163,164,-1
18,60,58,-1
21,61,60,-1
137,178,180,-1
162,200,201,-1
182,117,59,1
117,165,165,-1
165,200,202,-1
230,167,149,1
133,181,183,-1
18,54,52,-1
219,152,110,1
133,181,181,-1
189,192,211,-1
129,173,172,-1
226,183,167,1
95,176,99,-1
72,128,127,-1
254,208,195,1
87,142,121,-1
103,152,149,-1
150,89,96,-1
18,58,57,-1
228,148,97,1
131,176,179,-1
7,36,34,-1
157,197,197,-1
93,138,143,-1
143,21,10,-1
114,158,197,-1
129,177,177,-1
26,66,65,-1
153,153,143,-1
111,162,163,-1
138,179,181,-1
155,93,42,1
110,154,153,-1
228,167,148,1
211,52,56,-1
187,244,238,-1
114,162,164,-1
14,18,17,-1
51,76,21,-1
54,75,78,-1
49,101,99,-1
0,128,255,-1
107,156,153,-1
19,63,64,-1
28,37,34,-1
166,200,202,-1
19,53,52,-1
165,200,202,-1
0,5,7,-1
34,84,85,-1
120,168,170,-1
228,189,156,1
119,170,171,-1
168,202,204,-1
119,169,170,-1
234,184,157,1
131,152,183,-1
100,143,175,-1
234,172,147,1
113,163,164,-1
67,107,107,-1
129,177,179,-1
119,169,170,-1
79,137,138,-1
162,197,199,-1
243,182,179,1
96,145,142,-1
0,3,0,-1
246,133,127,-1
40,92,90,-1
102,134,1,-1
0,5,7,-1
222,176,142,1
131,177,177,-1
30,46,45,-1
193,137,104,1
148,192,191,-1
48,90,68,-1
2,3,5,-1
141,182,184,-1
253,189,151,1
249,184,144,1
161,199,200,-1
219,160,118,1
217,164,124,1
125,173,175,-1
127,168,172,-1
212,229,239,-1
255,255,255,-1
69,124,127,-1
26,76,75,-1
64,108,109,-1
74,114,116,-1
122,172,173,-1
205,138,129,1
127,176,193,-1
159,199,201,-1
132,176,179,-1
249,227,107,-1
91,140,137,-1
155,193,194,-1
97,149,147,-1
137,186,191,-1
149,189,189,-1
243,184,142,1
18,29,93,-1
119,34,0,-1
121,163,161,-1
111,162,163,-1
145,171,48,-1
106,139,0,-1
227,160,133,1
0,12,12,-1
223,223,223,-1
79,120,116,-1
223,175,135,1
114,163,167,-1
21,57,55,-1
198,123,94,1
46,54,57,-1
70,120,119,-1
119,160,154,-1
213,164,124,1
23,59,55,-1
160,198,199,-1
239,22,67,-1
255,113,45,-1
169,203,204,-1
232,171,150,1
87,145,147,-1
221,170,125,1
126,158,155,-1
195,127,64,1
113,164,167,-1
170,115,112,1
250,250,248,-1
0,0,2,-1
153,191,192,-1
118,160,158,-1
221,151,99,1
160,172,172,-1
142,186,187,-1
127,84,77,1
0,14,15,-1
86,141,144,-1
128,170,169,-1
115,160,157,-1
121,171,172,-1
37,91,93,-1
162,200,201,-1
139,184,190,-1
251,183,144,1
88,142,144,-1
202,145,102,1
119,168,172,-1
132,178,178,-1
234,172,149,1
221,168,126,1
232,238,234,-1
250,251,255,-1
55,76,45,-1
156,194,195,-1
97,153,154,-1
0,14,15,-1
127,173,173,-1
220,86,59,-1
155,94,99,-1
223,154,123,1
158,198,198,-1
111,165,167,-1
120,168,170,-1
226,172,134,1
237,241,250,-1
104,150,148,-1
8,42,44,-1
158,196,197,-1
255,216,206,1
224,154,105,1
22,56,55,-1
122,172,173,-1
142,183,185,-1
226,232,158,-1
134,178,181,-1
162,200,201,-1
162,200,201,-1
129,177,179,-1
239,183,86,-1
219,146,95,1
163,197,199,-1
106,140,139,-1
125,174,179,-1
146,16,42,-1
189,131,107,1
159,194,196,-1
102,150,150,-1
133,181,181,-1
253,209,198,1
254,129,133,-1
101,135,134,-1
242,178,132,1
188,193,212,-1
218,154,119,1
213,166,122,1
49,163,129,-1
114,162,164,-1
0,182,1,-1
31,77,75,-1
231,179,140,1
151,192,194,-1
245,180,138,1
120,168,170,-1
222,150,112,1
134,178,179,-1
110,65,42,1
99,148,145,-1
65,125,125,-1
112,160,164,-1
23,59,57,-1
146,186,188,-1
89,147,149,-1
160,104,47,1
138,93,51,1
117,165,153,-1
219,143,93,1
88,140,138,-1
136,177,181,-1
0,0,0,-1
148,186,187,-1
142,184,183,-1
90,139,136,-1
67,84,40,-1
0,16,13,-1
25,66,62,-1
74,89,86,-1
134,177,183,-1
218,147,105,1
28,74,72,-1
178,104,67,1
70,110,232,-1
30,169,114,-1
2,24,22,-1
212,147,107,1
141,185,186,-1
127,87,79,1
120,170,171,-1
7,31,33,-1
34,38,37,-1
163,198,200,-1
9,10,14,-1
214,145,114,1
139,184,189,-1
108,157,154,-1
130,178,180,-1
125,170,173,-1
98,149,150,-1
129,91,72,1
236,183,169,1
1,0,5,-1
152,90,95,-1
1,15,16,-1
62,108,108,-1
214,164,127,1
184,193,210,-1
56,114,115,-1
180,178,179,-1
113,159,156,-1
122,170,172,-1
194,154,155,-1
238,45,48,-1
187,8,14,-1
170,204,205,-1
85,126,122,-1
211,153,115,1
129,177,179,-1
158,198,198,-1
26,75,79,-1
108,159,162,-1
243,186,143,1
157,192,196,-1
131,187,152,-1
130,92,83,1
35,91,92,-1
89,139,138,-1
91,141,140,-1
255,255,255,-1
2,17,20,-1
131,166,162,-1
107,153,150,-1
23,68,63,-1
60,118,119,-1
127,175,177,-1
221,179,141,1
82,114,111,-1
170,204,205,-1
130,174,173,-1
131,176,179,-1
113,163,164,-1
255,213,204,1
247,41,54,-1
171,201,201,-1
94,143,140,-1
154,103,50,1
113,157,196,-1
224,160,148,1
200,129,65,1
109,159,156,-1
159,195,195,-1
124,169,172,-1
128,176,178,-1
230,181,167,1
152,105,51,1
21,67,65,-1
209,150,110,1
206,135,93,1
0,128,0,-1
239,48,53,-1
151,192,194,-1
126,161,157,-1
223,177,143,1
214,168,134,1
230,166,128,1
254,196,156,1
4,8,9,-1
137,178,182,-1
23,64,68,-1
133,71,48,1
162,200,201,-1
6,38,35,-1
88,137,134,-1
119,169,170,-1
93,143,142,-1
130,92,83,1
88,86,133,-1
139,86,164,-1
255,255,6,-1
121,173,169,-1
127,161,163,-1
249,205,196,1
212,139,96,1
115,163,165,-1
207,50,81,-1
85,119,120,-1
122,172,173,-1
125,155,155,-1
21,55,54,-1
249,219,37,-1
120,166,166,-1
169,33,47,-1
248,189,147,1
82,96,45,-1
124,160,160,-1
111,160,157,-1
17,53,53,-1
145,186,188,-1
46,81,103,-1
132,177,180,-1
139,183,184,-1
223,152,98,1
23,59,57,-1
4,18,21,-1
216,148,111,1
22,57,53,-1
83,86,129,-1
144,178,179,-1
138,183,186,-1
88,144,145,-1
154,188,189,-1
165,200,202,-1
114,165,168,-1
149,183,182,-1
71,121,120,-1
239,176,169,1
2,17,20,-1
100,151,152,-1
106,160,162,-1
6,20,21,-1
161,199,200,-1
124,81,74,1
232,180,166,1
7,37,37,-1
142,95,49,1
126,88,79,1
139,183,184,-1
217,136,91,1
129,154,150,-1
121,163,161,-1
37,64,71,-1
133,179,179,-1
114,160,158,-1
243,187,90,-1
107,158,127,-1
138,92,59,1
0,128,255,-1
2,16,17,-1
231,183,143,1
229,164,142,1
237,185,172,1
131,175,178,-1
114,165,156,-1
164,199,201,-1
187,130,63,1
90,139,136,-1
121,160,157,-1
93,144,147,-1
176,78,77,-1
124,168,169,-1
127,178,171,-1
0,1,3,-1
0,178,1,-1
93,130,112,-1
145,174,188,-1
155,193,194,-1
153,193,195,-1
20,56,52,-1
30,71,67,-1
120,170,171,-1
56,105,102,-1
131,172,176,-1
110,152,150,-1
39,69,71,-1
216,149,106,1
10,6,5,-1
246,206,196,1
135,179,180,-1
124,124,124,-1
1,5,6,-1
14,53,52,-1
90,139,136,-1
121,171,172,-1
29,75,72,-1
23,63,63,-1
141,91,90,1
88,116,117,-1
86,140,140,-1
163,198,200,-1
122,172,173,-1
163,198,200,-1
114,163,167,-1
31,87,86,-1
121,159,134,-1
125,171,171,-1
238,185,169,1
134,90,79,1
22,58,54,-1
87,136,133,-1
10,38,39,-1
82,140,141,-1
226,160,126,1
127,90,81,1
116,166,167,-1
114,160,157,-1
24,64,63,-1
199,230,196,-1
64,106,105,-1
93,94,26,-1
6,32,31,-1
135,179,182,-1
108,99,214,-1
221,159,112,1
231,170,149,1
2,0,3,-1
56,72,36,-1
125,173,175,-1
131,100,193,-1
214,140,93,1
66,90,94,-1
126,172,172,-1
20,56,56,-1
34,85,88,-1
156,104,57,1
237,193,156,1
25,65,64,-1
223,169,131,1
90,106,33,-1
103,157,159,-1
127,172,175,-1
9,9,7,-1
246,226,105,-1
143,184,186,-1
128,173,176,-1
152,193,195,-1
155,193,194,-1
20,54,53,-1
250,136,3,-1
93,145,143,-1
220,164,129,1
10,60,59,-1
219,148,94,1
138,179,183,-1
201,208,218,-1
132,176,179,-1
52,110,111,-1
225,152,99,1
2,16,16,-1
136,184,186,-1
169,203,204,-1
96,137,141,-1
127,171,170,-1
22,64,62,-1
39,93,95,-1
49,107,108,-1
225,176,159,1
221,235,246,-1
132,96,84,1
105,154,151,-1
24,66,65,-1
3,14,16,-1
90,133,126,-1
88,133,252,-1
160,195,197,-1
138,179,183,-1
213,138,99,1
84,160,38,-1
104,153,123,-1
216,151,119,1
224,158,124,1
131,176,179,-1
225,152,97,1
230,184,171,-1
131,175,178,-1
147,100,54,1
127,172,175,-1
236,10,242,-1
254,254,252,-1
0,1,0,-1
63,123,124,-1
152,193,195,-1
20,29,86,-1
103,157,159,-1
123,162,161,-1
21,60,59,-1
20,59,56,-1
118,167,171,-1
1,0,2,-1
48,69,224,-1
255,46,85,-1
136,175,172,-1
3,14,16,-1
25,71,69,-1
169,203,205,-1
54,76,73,-1
227,119,109,-1
38,102,137,-1
162,197,199,-1
90,140,139,-1
61,165,138,-1
67,127,125,-1
90,139,136,-1
20,139,23,-1
171,106,74,1
234,168,154,1
218,153,151,-1
36,60,26,-1
35,79,78,-1
153,191,192,-1
128,179,174,-1
219,172,154,1
23,59,55,-1
212,155,125,1
23,63,63,-1
112,166,168,-1
255,188,155,1
106,137,0,-1
128,176,178,-1
31,77,75,-1
125,170,175,-1
134,178,179,-1
113,164,167,-1
171,174,193,-1
119,169,168,-1
128,176,178,-1
99,144,141,-1
138,184,184,-1
180,125,122,1
20,56,54,-1
213,151,114,1
14,50,48,-1
219,161,124,1
215,159,142,1
25,69,68,-1
113,158,155,-1
126,171,174,-1
228,182,169,1
34,84,83,-1
157,197,197,-1
86,140,140,-1
159,96,45,1
138,179,181,-1
120,168,172,-1
34,53,49,-1
85,141,142,-1
189,133,132,1
40,41,45,-1
116,118,117,-1
126,176,177,-1
254,210,201,1
1,178,0,-1
23,59,57,-1
156,165,182,-1
116,162,162,-1
73,128,131,-1
3,5,4,-1
89,129,128,-1
132,176,177,-1
179,5,0,-1
233,181,170,1
19,59,58,-1
120,170,171,-1
132,176,179,-1
134,178,179,-1
126,172,172,-1
210,153,108,1
132,180,182,-1
130,173,179,-1
160,198,199,-1
144,185,187,-1
127,173,173,-1
101,157,158,-1
134,175,179,-1
89,158,227,-1
122,170,172,-1
96,131,135,-1
250,203,193,1
146,0,37,-1
3,4,6,-1
28,54,53,-1
225,154,102,1
9,35,36,-1
150,97,45,1
162,200,201,-1
128,0,255,-1
37,98,91,-1
219,145,98,1
250,185,145,1
138,177,182,-1
19,59,58,-1
226,157,126,1
115,163,165,-1
24,70,70,-1
179,111,76,1
174,166,164,-1
169,203,204,-1
112,162,163,-1
131,8,132,-1
253,188,148,1
23,63,62,-1
219,161,123,1
24,58,57,-1
222,219,226,-1
1,1,3,-1
161,196,198,-1
138,179,181,-1
112,160,162,-1
90,139,136,-1
8,34,35,-1
146,190,189,-1
113,163,164,-1
18,68,69,-1
198,129,60,1
0,5,5,-1
227,149,101,1
132,93,62,1
124,169,172,-1
243,178,136,1
36,84,84,-1
66,124,125,-1
155,193,194,-1
170,107,54,1
221,64,91,-1
253,190,149,1
44,98,98,-1
225,176,136,1
133,177,180,-1
120,168,168,-1
21,55,54,-1
56,107,102,-1
139,92,48,1
179,152,3,-1
131,177,177,-1
93,143,140,-1
25,37,17,-1
135,179,182,-1
24,56,55,-1
24,56,53,-1
122,172,173,-1
113,163,164,-1
27,72,75,-1
157,192,194,-1
226,167,153,1
25,69,68,-1
9,0,7,-1
128,117,72,-1
162,197,199,-1
142,18,26,-1
131,177,177,-1
227,184,168,1
0,128,0,-1
69,0,5,-1
121,171,172,-1
159,194,196,-1
129,177,179,-1
0,183,1,-1
131,175,178,-1
217,225,238,-1
156,195,194,-1
135,179,182,-1
152,192,192,-1
124,169,172,-1
156,104,56,1
122,172,173,-1
123,162,159,-1
209,214,111,-1
119,168,172,-1
156,194,197,-1
8,34,35,-1
232,185,169,1
119,158,153,-1
160,195,197,-1
117,141,117,-1
93,139,139,-1
173,214,172,-1
130,175,178,-1
255,107,38,-1
246,179,134,1
129,177,179,-1
7,19,101,-1
255,104,29,-1
132,176,177,-1
135,179,180,-1
220,167,127,1
127,175,177,-1
31,49,27,-1
87,116,112,-1
110,160,161,-1
203,145,107,1
133,173,173,-1
11,15,18,-1
132,176,179,-1
28,62,61,-1
0,0,2,-1
22,44,32,-1
165,199,237,-1
156,194,195,-1
158,198,198,-1
0,6,5,-1
84,140,141,-1
241,185,170,1
218,147,115,1
129,177,179,-1
249,230,110,-1
166,102,56,1
111,156,153,-1
125,173,175,-1
218,166,127,1
24,172,150,-1
148,189,193,-1
135,179,182,-1
191,135,112,1
160,106,59,1
156,186,188,-1
227,171,124,1
96,142,139,-1
7,8,10,-1
129,177,179,-1
255,255,0,-1
123,173,174,-1
0,14,15,-1
24,64,63,-1
163,198,200,-1
124,169,174,-1
244,190,146,1
101,137,135,-1
222,168,130,1
24,64,63,-1
193,9,19,-1
0,186,0,-1
219,167,128,1
28,72,71,-1
230,178,164,1
72,0,4,-1
179,254,255,-1
132,164,159,-1
22,56,55,-1
198,135,104,1
255,98,59,-1
7,19,19,-1
111,63,43,1
123,171,171,-1
133,181,181,-1
229,155,130,1
116,157,153,-1
3,35,34,-1
0,1,4,-1
120,168,170,-1
156,95,100,-1
86,131,128,-1
255,255,255,-1
137,178,182,-1
5,14,13,-1
158,105,101,1
26,75,72,-1
130,178,180,-1
218,192,217,-1
127,87,79,1
0,14,17,-1
107,161,163,-1
69,123,197,-1
14,48,49,-1
72,126,128,-1
162,200,201,-1
216,156,132,1
179,59,34,-1
184,0,0,-1
2,16,16,-1
221,87,60,-1
92,141,138,-1
103,129,2,-1
108,139,1,-1
16,26,25,-1
168,198,198,-1
1,12,14,-1
158,196,197,-1
65,114,111,-1
81,142,143,-1
6,35,33,-1
122,172,173,-1
158,193,197,-1
247,182,144,1
137,183,183,-1
221,150,96,1
231,184,168,1
251,221,37,-1
159,197,198,-1
120,169,173,-1
40,89,86,-1
25,61,59,-1
219,142,96,1
12,48,46,-1
223,150,97,1
8,34,35,-1
4,2,5,-1
21,61,61,-1
223,146,100,1
131,177,177,-1
227,223,211,-1
223,174,133,1
120,141,168,-1
47,100,118,-1
135,179,180,-1
23,62,57,-1
112,163,164,-1
163,198,200,-1
35,77,75,-1
134,94,86,1
21,56,52,-1
86,162,40,-1
129,165,163,-1
230,173,128,1
246,178,139,1
123,158,154,-1
0,0,0,-1
156,195,194,-1
120,168,170,-1
224,149,94,1
121,170,174,-1
252,188,150,1
162,154,151,-1
164,199,201,-1
12,53,49,-1
232,184,146,1
21,55,54,-1
57,57,57,-1
106,152,150,-1
111,159,161,-1
244,134,133,-1
255,190,150,1
4,18,21,-1
143,80,62,1
129,129,129,-1
127,71,46,1
96,140,143,-1
125,82,76,1
227,177,140,1
68,118,117,-1
6,35,33,-1
11,45,44,-1
93,145,143,-1
253,213,203,1
120,166,181,-1
90,139,136,-1
139,91,177,-1
0,8,11,-1
202,156,8,-1
90,135,128,-1
6,24,26,-1
151,96,57,1
215,161,123,1
225,175,140,1
3,21,21,-1
224,156,107,1
31,139,28,-1
165,200,202,-1
251,250,2,-1
146,190,191,-1
33,82,78,-1
176,122,75,1
108,158,155,-1
147,23,0,-1
9,22,12,-1
177,114,60,1
1,15,16,-1
131,166,160,-1
101,151,150,-1
255,205,196,1
231,167,140,1
113,163,164,-1
62,106,107,-1
95,134,131,-1
245,203,191,1
125,161,157,-1
112,163,166,-1
106,157,158,-1
102,158,159,-1
